CIPLA,GAIL,HDFC,INFY,ITC,M&M,MARUTI,RELIANCE,TCS,TITAN,DHFL,IDBI,PNB,VOLTAS,SUNTV,TATA POWER,NBCC,MRPL,IGL,RELINFRA,SUZLON,RAYMOND,PVR,ASHOKA,BAJAJELEC,VENKEYS,CENTURYPLY,BOMDYEING,LEMONTREE,SONATSOFTW
543.5,315.5,1930.5,754.9,276.85,641.5,7028.25,1245.95,2065.4,1050.95,111.2,43.2,69.45,507.5,553.6,65.25,51.5,63.6,273.55,113.1,3.35,698.4,1476.15,110.8,455.9,2100.3,162.2,,,335.4
542.9,307.95,1900.7,740.05,277.9,634.4,7017.5,1224.2,2044.6,1042.25,127.95,45.2,72.25,514.95,579.1,67.55,48.95,64.3,282.1,117.35,3.5,704.55,1489.5,111.8,440,2066.1,162.5,,,332.6
540.55,317.75,1874.9,741.95,280.1,627.55,6930.05,1244.45,2029.7,1039,123.2,44.95,70.05,522,547,69.2,50.05,63.6,282.55,114.95,3.45,686.35,1494,112.25,441.55,2062.8,162.15,,,329.85
541.15,317.45,1874.85,741.05,274.7,624.7,6842.7,1220.1,1970.3,1027.35,128.85,42.2,69,522.2,545.5,65.35,50.3,63.25,285,123.15,3.45,686.75,1443.4,109.8,430.2,2065.3,160.7,,,326.35
539.65,320.25,1853.45,724.3,275.9,632.6,6804.55,1216.1,1904.8,1028.8,126.75,42.4,69.95,524.1,557.65,65.9,50.65,63.05,282.1,122.25,3.55,683.6,1490.75,109.1,434.05,2094.35,160.65,,,334.9
541.1,329.7,1870.5,740.7,275.85,633.55,6849.9,1234.35,1914.75,1032.75,130.35,43.75,71.1,529.8,567.25,66.9,51.35,63.65,284.7,119.6,3.7,688.5,1472.5,111.95,436.85,2085.95,160.55,,,344.65
545.5,331.7,1891.45,733.45,275.05,634.2,6801.55,1246.9,1914.2,1042.5,137.15,45,73.15,533.1,587.6,67.45,51.6,63.95,283.75,124.45,4.45,698.65,1482.25,121.2,458.45,2072.8,159.85,,,338.45
541.3,327.15,1887.4,734.95,274.3,646.6,6912.4,1232.35,1925.65,1041.6,139.2,43.1,73.2,531.25,585.9,67.1,53.1,62.95,286.55,133.75,5.75,728.15,1491.9,123.45,458.25,2085.35,162.2,,,336.9
548.3,327.8,1894.5,754.9,276.7,650.7,6924.9,1232.3,1985.15,1043,136.75,42.95,73.5,530.1,587.05,66.55,53.3,63.75,287.35,131.15,5.65,755.2,1491.65,119.05,462.6,2092.95,165.8,,,341.55
550.4,333.45,1853.65,742.5,275.5,651.3,6904.3,1220.25,2038.7,1038.35,130.6,42.25,71.85,537.45,605.2,66.15,52.65,64.8,288.25,132.25,5.35,756.8,1509,116.4,452.7,2039.6,161.6,,,343
551.9,335.7,1841,735.25,275.1,656.15,6968.5,1223.5,2058.1,1016.25,128.2,41.65,71.5,542.95,593.7,65.5,52.9,64.2,289.8,128,5.5,765.35,1507.7,114.45,449.55,2063.4,163.45,,,336.95
554.55,342,1841.2,734.3,276.05,645.9,6829.7,1231.05,1983.45,1025.2,127.4,42.85,72.3,566.55,608.25,65.45,52.85,65.15,292.8,122.8,5.75,767.75,1502.6,118.5,453,2059.55,167.35,,,338.1
551.55,343.85,1859.45,741.9,278.2,649.7,6935.15,1226.05,1995.4,1021.35,128.8,44.35,76.65,574.95,615.9,67.05,55.05,67.4,292.1,125.25,5.95,786.2,1491.2,121.2,453.6,2166.65,181.55,,,339.95
548.65,346.5,1860,732.5,282.55,656.75,7117.75,1237.65,1988.1,1035,133.9,46.25,82.65,597.3,625.8,69.15,57.5,70.2,299.6,130.4,7.45,790.9,1523.5,129.55,478.6,2233.15,185.65,,,340.25
547.55,345.35,1885.2,732.5,285.75,658.9,7056.9,1264.8,1999.6,1055.95,148.75,45.7,82.4,598.3,621.75,71.3,59.7,71.05,290.4,134.7,7.9,817.45,1526.3,137.55,476.9,2230.9,187.35,,,336.4
541.35,344.15,1880.2,722.95,290.1,671.8,7029.05,1270.25,2013.3,1043.3,141.6,44.05,85.45,593.75,613.7,70.55,58.95,70.8,289.3,133.3,6.9,815.15,1519.55,134.45,481.4,2217.35,187.5,,,338.95
539.95,349.65,1884.05,712.35,292,670.15,6967.7,1267.1,2022.7,1053.2,139.85,43.35,83.8,593.7,595.65,70,57.05,68.55,293.8,130.2,7.3,808.15,1542.4,133.95,490.4,2192.05,187.7,,,331.05
540.1,351.75,1897.55,711.25,292.95,681.05,7081.9,1304.1,2014.8,1069.2,132.8,44.85,85.85,625.1,616.85,71.7,58.8,72.05,298.35,132.25,7.4,819.8,1542.65,137.35,501.85,2320.6,193.3,,,332.45
538.75,353.9,1930,706.95,294.5,687.9,7157.2,1331.35,2012.45,1086.45,128.85,44.75,85.4,622.35,617.55,73.35,61.05,73.1,297.45,131.25,7.2,815.35,1632.55,141.2,507.5,2310.9,196,,,331.7
532.8,351.6,1950.65,708.45,294.9,684.2,7091.05,1347.3,2000.5,1078.3,127.9,43.1,84.85,618.8,612.55,73.8,60.05,73.25,291.45,129.8,6.8,809.4,1620.7,140.15,503.05,2278,194.8,,,328.8
532.75,353.6,1956.95,708.35,295.5,685.9,7086.3,1341.55,1987.4,1086.35,131.9,43,84.45,602.5,614.65,73.05,64.65,73.6,291.15,125,7.05,815.7,1634.8,139.3,506.2,2273.65,191.85,,,330.25
532.6,359.35,1974.65,718.55,290.8,694.6,7084,1321.65,2039.95,1097.25,132.2,42.8,86.05,600,617.5,73.8,65.75,73.45,290.85,131.65,6.8,816.15,1631.1,137.45,516.5,2233.25,193.25,,,322.45
534.5,359.85,1962.4,710.2,293.75,685.4,6909.1,1350.05,2022.8,1101.3,135.9,43.35,86.65,604.25,620.45,73.05,67.05,73.1,289.3,135,7.1,818.5,1691.3,137.85,510.5,2236.6,199.45,,,320.95
533.65,362.05,1967.85,722.25,299.45,689.4,6825.2,1376.55,2022.8,1109.05,136.2,43.3,90.5,612.35,621.55,73,67.6,74.6,300.75,137.1,7,821.3,1695.4,134.05,522.35,2248.35,203.9,,,322
533.25,354.7,1987.55,738.95,298.9,678.6,6673.55,1375.45,2015.05,1102.35,137.6,43.05,93.55,614.1,616.55,72.05,65,73.6,305.1,137.15,6.9,818,1628.45,128.85,526.5,2238.55,200.65,,,330.1
526.8,348.95,1981.55,743.1,298.2,678.8,6552.7,1341.75,2005.65,1102.55,133.75,42.65,91.55,614.9,596.05,72.55,64.55,73.55,304.65,130.55,6.7,809.9,1615.4,129.15,522.85,2273.75,200.65,,,332.4
526.85,351.65,1945.65,735.25,295.05,664.6,6522.6,1324.45,1984.25,1100.1,130.25,41.95,90.3,602.95,579.85,71.9,63.75,73.7,304.6,128.2,6.45,790.1,1583.8,123.95,524.9,2244,195.8,,,327.35
529.3,359.35,1946.3,727.75,293.4,669.6,6585.7,1367.25,1982.65,1115.75,135.3,42.4,92.5,612.9,584.8,71.3,64.4,74.5,308.5,133.15,6.65,802.35,1564.05,125.85,534.35,2273,198.65,,,330.65
525.5,355.85,1919.9,729.7,293.1,660.05,6518,1349.25,1967.9,1116.5,136.55,42.4,93.4,623.8,589.25,71.4,63.65,74.05,305.65,130.95,6.65,798.95,1606,130.95,559.5,2328.45,200.4,,,337.85
525.6,358.3,1944.45,737.8,300,655.95,6596.25,1360,2000.3,1134.25,149.5,44.6,95.35,626.3,606.05,71.55,64.95,74.3,308.35,135.2,6.5,795,1642.85,129.8,566.55,2318.2,201.55,,,335.15
528.9,347.65,1968.25,743.85,297.25,673.9,6672.55,1363.25,2001.65,1141.85,150.25,46.65,95.5,629.45,628.1,73.8,66.3,74.3,305.45,137,6.15,811.5,1646.7,126.9,558.1,2267.35,208.3,,,337.7
525.65,354.7,1959.65,755.1,297.25,660.9,6840.7,1391.85,2031.65,1120.35,149.1,46.25,97.5,624.15,629.5,74.4,66.55,74.25,307.25,137.55,6.2,826.1,1650.6,130.2,551.2,2276.05,216.8,,,341.4
522.65,362.6,1995.95,759.4,297.9,668.6,6889.7,1389.7,2079.3,1111.9,145,45.85,98.3,622.1,641.8,74.05,63.65,73.85,299.85,140.25,6.8,816.7,1656.75,133,565.85,2254.2,217.8,,,348.3
520.45,352.45,2013.1,753.3,296.15,658.45,7072.9,1375.2,2079.3,1100.5,148,44.4,94.45,616.7,630.5,71.45,62.25,72.55,302.45,137.5,6.5,809.2,1640.35,133.1,549.25,2209.4,209.75,,,352.3
521,346.3,2042.05,747.9,294.8,653.35,7113.1,1353.05,2014.5,1106.1,148.9,44.25,93.65,605.1,627.4,70.75,60.9,70.55,303.6,132.85,6.7,801.2,1657.9,127.8,538.3,2171.8,205.65,,,345.85
532.1,348.8,2059.2,759.3,294.55,658.2,7107.7,1353.9,2048.3,1106.4,163.5,44.7,93.1,609.4,638.55,71.95,61.95,71.8,306.45,133.55,6.7,806.45,1678.2,134.45,544.6,2208.45,213.45,,,346.45
525.4,341.9,2054.9,767.25,292.75,667,7129.45,1329.25,2070.75,1104.4,161.2,44.15,93.1,612.15,626.95,71.9,62.5,70.85,314.7,132.55,6.65,796.9,1681.9,132.85,532.5,2146.95,204.05,,,346.7
532,343.5,2069.15,760.6,296.3,667.85,7216.55,1334.45,2091.5,1098.55,167.4,43.85,94.35,609.25,610.6,72.6,61.4,70,310.6,130.5,6.7,781.45,1680.25,131.4,541,2151.2,203.1,,,339.55
546.45,337.7,2029.25,752.7,294.7,670.25,7186.35,1331.4,2040.25,1100.2,167.65,43.95,93.35,610.2,596.4,70.9,60.75,70.55,311.1,131.4,6.7,777.85,1694.65,129.35,550.05,2133.15,194.5,,,338.75
544.85,342.7,2022.8,742.7,296.4,672.75,7187.85,1346.8,2019.5,1105.05,172.65,43.8,92.7,617.05,599.25,72.7,61.85,70.6,307.35,128.95,6.7,777.4,1718.55,129.25,548.55,2115.5,188.25,,,333.6
554.85,356.75,2024.95,747.75,305.75,678.2,7342.85,1343.1,2014.5,1097,167.05,44,93.35,620.45,602.45,73.25,61.95,71.2,312.7,131.4,7.2,784.15,1696.45,130.9,556.25,2141.25,187.55,,,334.85
566.3,354.05,2014.25,727.5,305.5,683.2,7352.5,1340.15,2113.3,1090.15,167.2,43.95,93.85,621.75,594.15,71.35,62.7,70.95,321.8,132,7.35,796.7,1699.45,130,571.7,2214.8,188.9,,,338.45
559.35,351.6,2026.7,724.1,307.2,688.1,7458.55,1343.75,2131.8,1120.05,171,43.95,92.8,623.85,596.9,71.45,62.5,71.6,322.55,132.05,7.35,795.15,1716.85,131.1,578.35,2222.55,189,,,339.05
561.55,351.95,2003.75,717.05,304.4,684.65,7447.45,1385.95,2150.05,1125.4,157.1,43.3,90.05,614.85,588.25,70.55,61.6,70.45,327.2,121.5,7.1,781.25,1710.05,131.65,566.85,2154.6,185.7,,,333.2
561.1,344.85,1953.9,721.05,301.8,673.4,7321.25,1345.35,2161.45,1123.7,140.05,42.5,86.65,611.9,601.2,69.2,59.85,69.6,314.15,116.35,6.8,755.4,1694.05,128.05,564.5,2102.9,182.6,,,330.5
561.7,339.45,1934.7,728.2,303.4,665.75,7048.9,1363.85,2155.05,1129.55,140.15,42.45,87.2,622.25,580.45,68.25,59.05,70.6,313.1,118,7.2,754.95,1670.55,127.85,560.7,2081.25,180.45,,,327.25
558.55,346.05,1980.4,736.45,306.45,668.15,7016.7,1389.5,2183.45,1149.15,144.75,43.25,88.35,616.9,588,67.8,59.55,70.8,308.45,120.95,7.25,759.05,1711.7,129.8,563.45,2077.45,182.05,,,330.55
555.6,343.1,1955.15,728.55,304.15,665.15,6905.25,1372.4,2195,1141.3,144.6,43.8,86.75,615.65,575.75,67.7,58.65,70.65,309.5,122.1,7.15,756.7,1715.1,129.05,568.9,2076.25,181.4,,,332.15
567.95,353.4,1977.4,738,304.55,659.45,6842.85,1392.8,2238.55,1137.5,143.25,42.85,88.15,609,574.8,67.9,59.1,70.65,310.05,119.95,7.2,757.05,1718.35,127.6,570.3,2074.7,179.15,,,330.1
565,355.95,1995.05,751.35,301.35,645.3,6666.4,1392.8,2260.35,1158.55,135.15,39.35,84.9,602.7,574.25,67.8,57.95,71.85,312.8,107.9,6.85,771.65,1769.45,124.2,571.85,1996.45,173.35,,,331.35
565.6,347.55,2017.4,730.8,305,645.9,6683.25,1405.05,2215.4,1138.15,133.9,40.05,86.1,600.9,558.15,66.6,59,71,309.2,110.25,6.75,741.25,1805,120.7,565.5,1987.4,164.9,,,331.2
564.5,345.45,2006.4,723.6,304.25,645.8,6710,1408.85,2132,1145.05,141.3,39.95,87.15,603.5,555.1,66.95,58.1,70.65,308.5,109.9,6.75,760.3,1808.1,119.25,559.5,1963.35,168.75,,,328.05
563.35,346.25,1965.45,718.4,307,638.5,6709.65,1384.9,2157.85,1082.85,132.95,38.6,86.25,606.05,553.05,65.85,57.95,70.3,306.9,106.1,6.6,806.05,1802.3,116.05,557.85,2014.9,168.95,,,329.85
557.95,340.75,1966.3,724.55,301.9,636,6702,1343.5,2151.95,1086.5,116.6,37.25,83.95,601.45,551.1,64.35,56.25,68.6,308.95,100.9,6.35,808.95,1780.1,118.1,557.75,2000.45,163.15,,,340.5
558,337.5,1930.75,719.35,300.65,621.65,6650.15,1299.45,2152.85,1088.7,116.3,37.05,83.95,576.65,528.9,64.5,54,67.2,311.15,99.45,5.95,807.1,1748.5,115.45,534.45,1956.7,161.3,,,338.1
557.75,340.4,1914.6,721.05,299.85,625.45,6624.95,1256.45,2172.55,1104.45,116,37.45,84.25,574.1,540.7,64.4,55.1,64.7,315.75,101.9,5.65,805.3,1758.45,115.3,531.85,1930.1,160.5,,,332.95
555.55,341.55,1931.7,716.85,297.75,628.75,6631.6,1251.15,2135.8,1132.1,116.4,37.25,86.25,580.05,541.15,63.8,55.7,63.8,311.5,107.15,6.4,804.4,1715.4,117.45,540.9,1820.65,160.5,,,332.85
546.7,332.05,1952.9,719.7,289.3,617.6,6543.75,1232.05,2128.75,1144.7,110.95,34.45,79.8,572.2,535.65,62.6,52.65,62.55,296.2,101.1,5.6,779.35,1724,117.15,541.55,1706.75,162.85,,,339.8
